id,survey_stop_id,species_id,number_heard,created_at,updated_at,heard_minute_1,heard_minute_2,heard_minute_3,heard_minute_4,heard_minute_5,heard_minute_6
44,302,3,\N,2012-06-13 17:34:11,2012-06-13 17:34:11,t,f,f,f,f,f
45,303,3,\N,2012-06-13 17:34:11,2012-06-13 17:34:11,f,f,t,f,f,f
46,325,1,\N,2012-06-13 17:34:13,2012-06-13 17:34:13,t,t,t,t,t,t
47,327,1,\N,2012-06-13 17:34:13,2012-06-13 17:34:13,t,f,t,f,f,f
48,363,3,\N,2012-06-13 17:34:16,2012-06-13 17:34:16,t,t,t,f,t,t
49,363,3,\N,2012-06-13 17:34:16,2012-06-13 17:34:16,t,t,t,t,t,t
50,363,3,\N,2012-06-13 17:34:16,2012-06-13 17:34:16,t,t,t,t,t,t
51,370,3,\N,2012-06-13 17:34:17,2012-06-13 17:34:17,f,t,t,f,t,f
52,417,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,t,f,t,t,f
53,387,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,f,f,f,t,f
54,398,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,f,t,t,f,f
55,409,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,f,t,f,f,t
56,400,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,t,t,t,f,f,f
57,400,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,f,f,f,f,t
58,420,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,f,f,t,t,f,t
59,390,8,\N,2012-06-13 17:34:20,2012-06-13 17:34:20,t,f,f,f,f,t
60,451,8,\N,2012-06-13 17:34:21,2012-06-13 17:34:21,t,t,t,t,t,t
61,451,8,\N,2012-06-13 17:34:21,2012-06-13 17:34:21,f,f,t,t,t,t
62,452,8,\N,2012-06-13 17:34:21,2012-06-13 17:34:21,f,f,t,f,t,f
63,443,8,\N,2012-06-13 17:34:21,2012-06-13 17:34:21,f,f,f,f,f,t
64,453,8,\N,2012-06-13 17:34:21,2012-06-13 17:34:21,t,f,f,f,f,f
65,457,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,f,f,f,f,f,t
66,427,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,t,f,f,f,t,t
67,438,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,f,f,t,t,t,t
68,458,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,f,t,f,t,t,f
69,458,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,t,t,t,t,t,t
70,459,8,\N,2012-06-13 17:34:22,2012-06-13 17:34:22,f,f,t,t,t,f
71,440,8,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,f,t,t,t,f,t
72,460,8,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,f,f,t,t,f,f
73,430,8,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,f,f,f,t,t
74,462,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,t,t,f,f,f
75,473,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,f,t,f,f,f
76,473,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,t,t,f,f,f
77,483,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,f,t,t,f,f,f
78,463,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,t,t,f,f,f
79,463,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,f,t,f,f,f,f
80,474,3,\N,2012-06-13 17:34:23,2012-06-13 17:34:23,t,t,f,t,t,f
81,474,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,t,t,f,f,t
82,484,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,t,t,t,f,f
83,484,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,t,f,t,t,f
84,464,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,t,t,f,f,t
85,464,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,f,f,f,f,f
86,475,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,f,f,t,t,t
87,485,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,t,f,f,f,f
88,485,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,t,t,f,t,t
89,465,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,f,f,f,f,f
90,476,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,t,f,f,f,f
91,486,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,f,t,t,f,f
92,466,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,f,f,t,f,f
93,477,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,f,f,f,t,t,f
94,487,3,\N,2012-06-13 17:34:24,2012-06-13 17:34:24,t,t,f,f,f,t
95,494,8,\N,2012-06-13 17:34:25,2012-06-13 17:34:25,f,f,t,f,f,t
96,506,8,\N,2012-06-13 17:34:25,2012-06-13 17:34:25,t,t,t,t,t,f
97,508,8,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,f,f,f,t,t,t
98,508,8,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,f,f,t,t,t,t
99,511,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,t,f,t,t,t,f
100,511,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,t,t,t,f,f,t
101,511,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,f,f,t,t,f,f
102,512,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,f,t,t,t,f,f
103,512,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,t,t,f,f,t,f
104,513,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,t,f,t,f,f,f
105,513,3,\N,2012-06-13 17:34:26,2012-06-13 17:34:26,t,t,f,f,f,t
106,514,3,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,t,f,f,t,f,f
107,514,3,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,f,t,f,f,t,f
108,515,3,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,f,t,t,f,f,f
109,517,3,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,f,f,f,f,t,t
110,519,3,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,f,f,t,f,f,f
111,527,8,\N,2012-06-13 17:34:27,2012-06-13 17:34:27,t,t,t,t,t,t
112,531,8,\N,2012-06-13 17:34:28,2012-06-13 17:34:28,f,f,t,f,f,f
113,531,8,\N,2012-06-13 17:34:28,2012-06-13 17:34:28,f,f,f,f,f,t
114,568,3,\N,2012-06-13 17:34:32,2012-06-13 17:34:32,f,f,t,f,f,f
115,569,3,\N,2012-06-13 17:34:32,2012-06-13 17:34:32,t,t,t,t,t,t
116,570,3,\N,2012-06-13 17:34:32,2012-06-13 17:34:32,t,t,f,t,f,f
117,570,3,\N,2012-06-13 17:34:33,2012-06-13 17:34:33,f,t,f,f,f,t
118,607,3,\N,2012-06-13 17:34:35,2012-06-13 17:34:35,t,f,f,f,f,f
119,607,3,\N,2012-06-13 17:34:36,2012-06-13 17:34:36,t,t,t,t,t,t
120,611,3,\N,2012-06-13 17:34:36,2012-06-13 17:34:36,f,f,f,t,t,f
121,621,3,\N,2012-06-13 17:34:36,2012-06-13 17:34:36,t,f,f,f,f,f
122,611,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,t,t,t,t,f
123,642,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,f,f,f,t,f
124,623,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,f,f,f,t,f
125,633,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,t,f,f,t,f,f
126,613,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,f,t,t,f,t
127,634,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,t,f,f,f,f,f
128,644,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,t,t,t,f,f
129,614,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,f,t,t,t,t
130,645,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,f,t,t,f,f,t
131,626,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,t,f,f,f,f,f
132,636,3,\N,2012-06-13 17:34:37,2012-06-13 17:34:37,t,f,f,f,f,f
133,616,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,t,t,t,t,t,t
134,627,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,t,f,f,f,f,f
135,637,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,t,f,f,f,t
136,647,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,t,t,f,t,t
137,647,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,t,t,t,t,t,t
138,617,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,f,f,f,t,t
139,628,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,t,f,f,t,f,f
140,648,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,f,f,t,t,t
141,648,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,t,t,t,t,t
142,629,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,f,f,t,t,f,f
143,649,3,\N,2012-06-13 17:34:38,2012-06-13 17:34:38,t,f,f,f,f,t
144,619,3,\N,2012-06-13 17:34:39,2012-06-13 17:34:39,t,t,t,t,f,f
145,671,3,\N,2012-06-13 17:34:41,2012-06-13 17:34:41,f,f,f,f,f,t
146,673,3,\N,2012-06-13 17:34:41,2012-06-13 17:34:41,t,f,t,f,f,f
147,674,3,\N,2012-06-13 17:34:41,2012-06-13 17:34:41,t,f,f,t,f,f
148,684,3,\N,2012-06-13 17:34:41,2012-06-13 17:34:41,t,f,f,f,f,f
149,675,3,\N,2012-06-13 17:34:41,2012-06-13 17:34:41,f,f,f,t,f,f
150,687,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,f,f,f,f,f
151,678,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,f,f,f,f,f
152,688,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,f,f,f,f,f
153,668,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,t,t,f,f,f
154,689,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,f,f,f,t,f
155,669,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,t,t,t,t,t
156,669,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,f,f,t,t,f,f
157,690,3,\N,2012-06-13 17:34:42,2012-06-13 17:34:42,t,f,f,f,f,t
158,732,3,\N,2012-06-13 17:34:44,2012-06-13 17:34:44,f,f,t,t,f,f
159,733,3,\N,2012-06-13 17:34:44,2012-06-13 17:34:44,f,t,t,t,f,f
160,734,3,\N,2012-06-13 17:34:45,2012-06-13 17:34:45,t,t,f,f,f,t
161,715,3,\N,2012-06-13 17:34:45,2012-06-13 17:34:45,f,t,f,f,f,f
162,726,3,\N,2012-06-13 17:34:46,2012-06-13 17:34:46,t,f,f,f,f,f
163,706,3,\N,2012-06-13 17:34:46,2012-06-13 17:34:46,t,t,f,f,f,f
164,737,3,\N,2012-06-13 17:34:46,2012-06-13 17:34:46,f,f,t,t,t,t
165,737,3,\N,2012-06-13 17:34:46,2012-06-13 17:34:46,f,f,t,t,t,t
166,738,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,t,t,t,t,t,t
167,708,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,t,t,t,t,t,t
168,708,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,f,f,f,t,t,f
169,719,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,f,f,t,f,f,f
170,739,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,f,f,t,f,f,f
171,740,3,\N,2012-06-13 17:34:47,2012-06-13 17:34:47,f,f,f,f,f,t
172,751,3,\N,2012-06-13 17:34:48,2012-06-13 17:34:48,f,f,f,f,f,t
173,752,3,\N,2012-06-13 17:34:48,2012-06-13 17:34:48,t,f,t,f,f,f
174,742,3,\N,2012-06-13 17:34:48,2012-06-13 17:34:48,t,t,f,f,f,f
175,744,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,f,f,f,t,f,f
176,756,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,t,f,f,f,f,f
177,758,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,t,f,t,f,f,f
178,768,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,f,f,t,f,f,f
179,749,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,f,f,t,f,f,f
180,760,3,\N,2012-06-13 17:34:49,2012-06-13 17:34:49,f,f,f,t,f,f
181,770,3,\N,2012-06-13 17:34:50,2012-06-13 17:34:50,t,f,f,f,f,f
182,792,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,f,f,t,f,f,f
183,793,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,t,f,f,f,f,t
184,795,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,f,t,f,f,f,f
185,796,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,t,f,t,f,f,f
186,797,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,f,t,f,t,f,f
187,798,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,t,t,t,f,t,f
188,799,1,\N,2012-06-13 17:34:52,2012-06-13 17:34:52,f,f,f,f,f,t
189,833,3,\N,2012-06-13 17:34:54,2012-06-13 17:34:54,f,f,f,f,f,t
190,833,3,\N,2012-06-13 17:34:54,2012-06-13 17:34:54,f,f,t,t,t,t
191,823,3,\N,2012-06-13 17:34:54,2012-06-13 17:34:54,f,f,f,t,t,t
192,844,3,\N,2012-06-13 17:34:55,2012-06-13 17:34:55,t,f,f,f,f,f
193,845,3,\N,2012-06-13 17:34:55,2012-06-13 17:34:55,t,t,t,f,f,f
194,845,3,\N,2012-06-13 17:34:55,2012-06-13 17:34:55,t,t,t,t,f,f
195,862,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,t,t,t,t,t
196,863,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,f,f,t,t,t,t
197,864,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,t,t,t,t,t
198,864,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,t,t,t,t,t
199,864,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,f,f,f,f,f
200,864,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,f,f,t,f,f,f
201,864,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,t,t,t,f,t
202,865,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,f,t,t,f,f,f
203,865,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,f,f,f,f,t,t
204,866,1,\N,2012-06-13 17:34:57,2012-06-13 17:34:57,t,f,f,f,f,f
205,893,3,\N,2012-06-13 17:34:59,2012-06-13 17:34:59,t,f,f,f,f,f
206,885,3,\N,2012-06-13 17:34:59,2012-06-13 17:34:59,f,f,f,f,f,f
207,885,1,\N,2012-06-13 17:35:00,2012-06-13 17:35:00,f,f,f,f,f,f
208,886,3,\N,2012-06-13 17:35:00,2012-06-13 17:35:00,f,f,f,f,f,f
209,886,1,\N,2012-06-13 17:35:00,2012-06-13 17:35:00,f,f,f,f,f,f
210,921,8,\N,2012-06-13 17:35:01,2012-06-13 17:35:01,t,t,t,f,f,f
211,921,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,f,f,t,f
212,921,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,t,f,t
213,921,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,f,t,t,t,t
214,911,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,f,f,t,t
215,911,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,f,t,t
216,922,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,f,f,f,t
217,923,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,f,f,f
218,923,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,t,f,f
219,923,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,f,f,t,f
220,923,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,f,f,f,t
221,913,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,t,t,t
222,913,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,t,t,t,t,t,t
223,913,8,\N,2012-06-13 17:35:02,2012-06-13 17:35:02,f,f,t,f,t,f
224,924,3,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,f,f,f,t,t,f
225,924,6,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,f,f,f,t,t,f
226,924,8,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,t,t,t,t
227,914,3,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,t,t,f,f
228,925,6,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,f,f,f,f
229,925,3,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,f,t,t,f,f,f
230,925,8,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,t,t,t,t
231,915,6,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,t,f,f,f
232,926,8,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,f,f,f,f
233,926,6,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,t,t,t,t,t,t
234,927,6,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,f,t,t,f,f,f
235,927,8,\N,2012-06-13 17:35:03,2012-06-13 17:35:03,f,f,f,t,t,f
236,930,6,\N,2012-06-13 17:35:04,2012-06-13 17:35:04,f,f,t,t,f,f
237,981,3,\N,2012-06-13 17:35:08,2012-06-13 17:35:08,t,f,f,f,f,f
238,983,3,\N,2012-06-13 17:35:08,2012-06-13 17:35:08,f,f,f,t,f,f
239,984,3,\N,2012-06-13 17:35:09,2012-06-13 17:35:09,f,f,t,f,f,f
240,988,3,\N,2012-06-13 17:35:09,2012-06-13 17:35:09,f,f,f,t,f,f
241,991,8,\N,2012-06-13 17:35:09,2012-06-13 17:35:09,f,f,f,f,t,t
242,996,8,\N,2012-06-13 17:35:09,2012-06-13 17:35:09,t,t,t,t,t,t
243,1000,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,f,f,f,t,f,t
244,1002,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
245,1003,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,f,t,t,f,f,f
246,1004,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
247,1004,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,f,f,f,f,f
248,1004,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,f,f,f
249,1005,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
250,1005,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,f,f,f,f,f,t
251,1005,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
252,1005,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
253,1006,3,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,t,t,t,t,t,t
254,1006,8,\N,2012-06-13 17:35:10,2012-06-13 17:35:10,f,f,f,t,t,f
255,1008,8,\N,2012-06-13 17:35:11,2012-06-13 17:35:11,f,f,f,f,t,f
256,1008,8,\N,2012-06-13 17:35:11,2012-06-13 17:35:11,f,f,f,f,t,f
257,1035,1,\N,2012-06-13 17:35:12,2012-06-13 17:35:12,f,f,t,f,f,f
258,1041,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,t,f,f,t,f,f
259,1051,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,f,f,t,f,f,f
260,1051,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,f,f,f,f,f,t
261,1061,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,t,f,f,f,f,f
262,1071,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,f,f,f,f,f,t
263,1071,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,f,f,f,f,t,t
264,1071,1,\N,2012-06-13 17:35:13,2012-06-13 17:35:13,t,t,t,t,t,t
15278,21126,1,\N,2014-03-21 1:26:05,2014-03-21 1:26:05,f,f,f,f,t,t
15279,21128,1,\N,2014-03-21 1:34:12,2014-03-21 1:34:12,f,t,t,t,t,t
15280,21128,1,\N,2014-03-21 1:34:12,2014-03-21 1:34:12,f,f,f,f,t,t
268,1041,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,f,f,t,t,t,f
269,1041,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,t,t,t,t,f,f
270,1052,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,f,t,f,f,t,f
271,1042,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,t,f,t,t,t,f
272,1042,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,t,t,f,f,f,f
273,1042,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,f,t,t,f,f,f
274,1053,1,\N,2012-06-13 17:35:14,2012-06-13 17:35:14,t,t,t,f,f,f
275,1063,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,t,t,f,f,f,f
276,1063,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,t,t,t,t
277,1063,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,t,t,t,t,t,t
278,1073,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,t,t,f,t
15281,21129,1,\N,2014-03-21 1:36:22,2014-03-21 1:36:22,f,t,f,f,f,t
280,1043,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,t,t,t,t,t
281,1043,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,f,t,t,f
282,1064,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,t,t,f,f,f,f
283,1064,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,f,t,t,f
284,1064,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,t,t,t,t
285,1044,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,t,t,t,t,t,t
286,1044,1,\N,2012-06-13 17:35:15,2012-06-13 17:35:15,f,f,f,f,t,f
287,1065,1,\N,2012-06-13 17:35:16,2012-06-13 17:35:16,t,f,f,f,f,f
288,1065,1,\N,2012-06-13 17:35:16,2012-06-13 17:35:16,t,t,t,t,t,t
289,1045,1,\N,2012-06-13 17:35:16,2012-06-13 17:35:16,f,f,f,f,t,t
290,1056,1,\N,2012-06-13 17:35:16,2012-06-13 17:35:16,f,f,f,f,t,t
291,1076,1,\N,2012-06-13 17:35:16,2012-06-13 17:35:16,f,f,f,f,f,t
15282,21130,1,\N,2014-03-21 1:38:12,2014-03-21 1:38:12,f,f,f,t,t,t
293,1059,1,\N,2012-06-13 17:35:17,2012-06-13 17:35:17,f,f,f,t,t,f
294,1112,1,\N,2012-06-13 17:35:19,2012-06-13 17:35:19,f,t,f,f,f,f
295,1113,1,\N,2012-06-13 17:35:19,2012-06-13 17:35:19,f,f,t,f,t,f
296,1114,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,t,t,f,f,f
297,1115,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,t,f,f,f,f,f
298,1116,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,f,t,f,f
299,1117,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,t,t,f,f
300,1118,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,t,f,f,f,f,f
301,1119,1,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,t,f,f,f,f,f
302,1121,6,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,t,t,f,t
303,1126,6,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,f,t,t,t
304,1127,6,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,f,f,f,t
305,1128,6,\N,2012-06-13 17:35:20,2012-06-13 17:35:20,f,f,f,t,f,f
306,1128,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,f,t,f,t,f
307,1128,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,t,t,f,f,f
308,1129,8,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,t,f,f,f,f
309,1129,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,f,t,t,f,t
310,1129,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,t,t,t,f,t,f
311,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,t,t,t,t,t
312,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,t,f,t,t,t,t
313,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,t,t,t,t,t
314,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,t,t,t,t,t,t
315,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,f,t,f,f,f
316,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,f,t,t,f,f
317,1131,6,\N,2012-06-13 17:35:21,2012-06-13 17:35:21,f,f,t,t,f,f
318,1131,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,f,t,f
319,1131,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,f,f,f,t
320,1131,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,t,t,t,t
321,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,t,t,t,t
322,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,t,t,t,t
323,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,f,f,f,f,f
324,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,f,f,f,f,f
325,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,f,f,f,f,f
326,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,f,f,f,f
327,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,f
328,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,f
329,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,f
330,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,f,f,f,t
331,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,t,t,t,f,f,t
332,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,t
333,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,t
334,1132,6,\N,2012-06-13 17:35:22,2012-06-13 17:35:22,f,f,f,t,f,t
335,1132,6,\N,2012-06-13 17:35:23,2012-06-13 17:35:23,f,f,f,t,f,t
336,1132,6,\N,2012-06-13 17:35:23,2012-06-13 17:35:23,f,f,f,t,f,t
337,1132,6,\N,2012-06-13 17:35:23,2012-06-13 17:35:23,f,f,f,t,f,t
