year,state,route,stop_des,stop,wind,sky,noise,cars,moon,dir,species,min 1,min 2,min 3,min 4,min 5,min 6
2016,NY,Waddington,,7,0,1,0,,,,NA,0,0,0,0,0,0
2016,NY,Waddington,,8,1,0,2,,,,NA,0,0,0,0,0,0
2016,NY,Waddington,,9,0,0,1,,,,NA,0,0,0,0,0,0
2016,NY,Waddington,,10,0,0,1,,,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,1,2,1,1,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,2,2,1,2,,N,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,3,1,1,3,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,4,1,1,2,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,5,1,1,2,,Y,,CONI,0,0,0,1,0,0
2016,NY,Warrensburg,,6,1,1,2,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,7,1,1,3,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,8,0,1,3,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,9,0,1,1,,Y,,NA,0,0,0,0,0,0
2016,NY,Warrensburg,,10,0,0,0,,Y,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,1,0,1,0,,,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,2,1,1,1,,,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,3,0,1,0,,,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,4,0,1,1,,,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,5,0,1,1,,,,NA,0,0,0,0,0,0
2016,NY,Wellesley Island,,6,0,1,0,,,,WPWI,1,1,1,1,1,1
2016,NY,Wellesley Island,,6,0,1,0,,,,WPWI,0,0,0,1,1,1
2016,NY,Wellesley Island,,7,1,1,1,,,,WPWI,1,1,1,1,1,1
2016,NY,Wellesley Island,,8,1,1,0,,,,WPWI,1,1,1,1,1,1
2016,NY,Wellesley Island,,9,0,1,0,,,,NA,0,0,0,0,0,0
2016,NY,West Point,,1,0,0,2,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,2,1,0,0,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,3,0,0,0,,Y,,WPWI,1,1,1,1,1,1
2016,NY,West Point,,4,0,0,2,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,5,0,0,0,,Y,,WPWI,0,1,0,1,1,1
2016,NY,West Point,,6,0,0,0,,Y,,WPWI,0,0,1,1,1,1
2016,NY,West Point,,7,1,1,1,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,8,1,1,0,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,9,0,1,0,,Y,,NA,0,0,0,0,0,0
2016,NY,West Point,,10,0,1,2,,Y,,NA,0,0,0,0,0,0
2017,NY,Balmat,,1,1,0,2,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,2,1,0,3,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,3,1,0,2,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Balmat,,3,1,0,2,,Y,,EWPW,0,0,0,1,1,1
2017,NY,Balmat,,4,1,0,1,,Y,,EWPW,1,1,0,1,0,1
2017,NY,Balmat,,4,1,0,1,,Y,,EWPW,0,0,0,0,0,1
2017,NY,Balmat,,5,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,6,1,0,1,,Y,,EWPW,0,0,0,1,1,1
2017,NY,Balmat,,7,1,0,2,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,8,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,9,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Balmat,,10,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,1,1,1,3,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,2,0,1,1,,N,,None,0,0,0,0,0,0
2017,NY,Catskill,,3,1,1,3,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,4,1,1,2,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,5,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,6,0,1,2,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,7,0,1,2,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,8,0,1,2,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,9,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,Catskill,,10,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,1,2,0,2,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,2,3,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,3,3,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,4,2,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,5,3,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,6,3,2,0,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Ellenburg,,6,3,2,0,,Y,,EWPW,0,0,1,1,1,1
2017,NY,Ellenburg,,7,3,2,1,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,8,2,2,0,,Y,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,9,3,2,0,,N,,None,0,0,0,0,0,0
2017,NY,Ellenburg,,10,3,2,0,,N,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,1,0,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,2,0,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,3,0,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,4,0,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,5,2,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,6,1,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,7,1,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,8,1,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,9,1,0,0,,,,None,0,0,0,0,0,0
2017,NY,Hopkinton,,10,1,0,0,,,,None,0,0,0,0,0,0
2017,NY,Limerick-Depauville,,1,0,2,2,,Y,,EWPW,1,1,1,0,0,0
2017,NY,Limerick-Depauville,,1,,,,,,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,1,,,,,,,EWPW,0,1,1,1,0,0
2017,NY,Limerick-Depauville,,1,,,,,,,EWPW,0,1,1,1,1,1
2017,NY,Limerick-Depauville,,2,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,2,,,,,,,EWPW,1,1,0,0,0,0
2017,NY,Limerick-Depauville,,2,,,,,,,EWPW,0,1,1,1,1,1
2017,NY,Limerick-Depauville,,2,,,,,,,EWPW,0,0,0,0,1,1
2017,NY,Limerick-Depauville,,3,0,1,0,,Y,,NONE,0,0,0,0,0,0
2017,NY,Limerick-Depauville,,4,0,1,2,,Y,,EWPW,1,1,1,0,1,1
2017,NY,Limerick-Depauville,,5,0,1,2,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,5,0,1,2,,Y,,EWPW,0,0,0,1,1,1
2017,NY,Limerick-Depauville,,6,0,1,2,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Limerick-Depauville,,6,0,1,2,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,7,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,7,0,1,1,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Limerick-Depauville,,7,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,7,0,1,1,,Y,,EWPW,1,1,0,1,1,1
2017,NY,Limerick-Depauville,,8,0,1,2,,Y,,EWPW,1,1,1,0,0,1
2017,NY,Limerick-Depauville,,8,0,1,2,,Y,,EWPW,1,1,0,1,0,1
2017,NY,Limerick-Depauville,,8,0,1,2,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Limerick-Depauville,,9,0,2,2,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,9,0,2,2,,Y,,EWPW,0,0,0,1,1,1
2017,NY,Limerick-Depauville,,10,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Limerick-Depauville,,10,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Mayfield,,1,0,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Mayfield,,2,0,2,1,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,3,0,2,0,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,4,0,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Mayfield,,5,0,2,0,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,6,0,2,0,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,7,0,2,1,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,8,0,2,1,,N,,None,0,0,0,0,0,0
2017,NY,Mayfield,,9,0,1,0,,Y,,None,0,0,0,0,0,0
2017,NY,Mayfield,,10,0,2,0,,N,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,1,0,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,2,0,0,0,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,3,0,2,0,,N,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,4,0,2,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,5,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,6,0,1,2,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,7,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,8,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,9,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,North Wilmurt,,10,0,1,1,,Y,,None,0,0,0,0,0,0
2017,NY,Philadelphia,,1,1,0,2,,,,EWPW,0,0,0,0,1,1
2017,NY,Philadelphia,,2,1,0,2,,,,None,0,0,0,0,0,0
2017,NY,Philadelphia,,3,0,0,1,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,4,0,0,1,,,,None,0,0,0,0,0,0
2017,NY,Philadelphia,,5,0,0,1,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,6,0,0,1,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,7,1,0,1,,,,EWPW,1,1,1,0,1,1
2017,NY,Philadelphia,,7,1,0,1,,,,EWPW,1,1,1,1,0,1
2017,NY,Philadelphia,,8,0,0,0,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,9,0,0,0,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,10,0,0,0,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,10,0,0,0,,,,EWPW,1,1,1,1,1,1
2017,NY,Philadelphia,,10,0,0,0,,,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,1,0,0,1,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Three Mile Creek,,2,0,1,1,,Y,,EWPW,1,1,0,0,1,1
2017,NY,Three Mile Creek,,2,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,2,0,1,1,,Y,,EWPW,0,0,1,1,1,1
2017,NY,Three Mile Creek,,3,0,1,2,,Y,,EWPW,0,0,0,0,0,1
2017,NY,Three Mile Creek,,4,0,1,1,,Y,,EWPW,1,1,1,0,1,1
2017,NY,Three Mile Creek,,4,0,1,1,,Y,,EWPW,1,1,0,1,0,1
2017,NY,Three Mile Creek,,4,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,4,0,1,1,,Y,,EWPW,0,0,1,1,1,1
2017,NY,Three Mile Creek,,4,0,1,1,,Y,,EWPW,0,0,0,0,1,0
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,WWPW,1,0,0,1,1,1
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Three Mile Creek,,5,0,1,1,,Y,,EWPW,0,0,0,1,1,1
2017,NY,Three Mile Creek,,6,0,1,0,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,6,0,1,0,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,6,0,1,0,,Y,,EWPW,1,0,0,1,1,1
2017,NY,Three Mile Creek,,6,0,1,0,,Y,,EWPW,1,1,1,0,0,0
2017,NY,Three Mile Creek,,7,0,1,1,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Three Mile Creek,,7,0,1,1,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Three Mile Creek,,7,0,1,1,,Y,,EWPW,1,1,1,0,0,1
2017,NY,Three Mile Creek,,7,0,1,1,,Y,,EWPW,1,1,0,0,0,0
2017,NY,Three Mile Creek,,8,0,1,2,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Three Mile Creek,,8,0,1,2,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Three Mile Creek,,8,0,1,2,,Y,,EWPW,1,1,1,1,1,0
2017,NY,Three Mile Creek,,8,0,1,2,,Y,,EWPW,0,0,0,0,0,1
2017,NY,Three Mile Creek,,9,0,1,1,,Y,,EWPW,1,0,1,1,1,1
2017,NY,Three Mile Creek,,9,0,1,1,,Y,,EWPW,1,0,1,1,1,1
2017,NY,Three Mile Creek,,9,0,1,1,,Y,,EWPW,0,1,1,1,1,1
2017,NY,Three Mile Creek,,9,0,1,1,,Y,,EWPW,0,1,0,1,0,1
2017,NY,Three Mile Creek,,9,0,1,1,,Y,,EWPW,0,0,0,1,0,0
2017,NY,Three Mile Creek,,10,0,1,0,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,10,0,1,0,,Y,,EWPW,1,1,1,1,1,1
2017,NY,Three Mile Creek,,10,0,1,0,,Y,,EWPW,1,1,1,0,0,0
2017,NY,Wellelsey Island,,1,2,0,1,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,2,2,0,2,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,3,2,0,1,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,4,2,1,1,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,5,2,0,1,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,6,2,1,1,,,,CWWI,0,0,0,0,1,1
2017,NY,Wellelsey Island,,7,2,0,2,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,8,2,1,2,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,9,2,1,2,,,,None,0,0,0,0,0,0
2017,NY,Wellelsey Island,,10,,,,,,,None,0,0,0,0,0,0
2017,NY,Willsboro,,1,1,0,2,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,2,0,0,0,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,3,0,0,0,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,4,1,0,0,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,5,0,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,6,0,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,7,0,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,8,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,9,1,0,1,,Y,,None,0,0,0,0,0,0
2017,NY,Willsboro,,10,0,0,0,,Y,,None,0,0,0,0,0,0
2017,NY,Waddington,,1,0,0,2,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,2,1,0,2,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,3,1,0,1,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,4,1,0,1,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,5,1,0,1,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,6,2,0,0,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,7,1,0,1,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,8,0,0,3,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,9,0,0,1,,,,None,0,0,0,0,0,0
2017,NY,Waddington,,10,1,0,1,,,,None,0,0,0,0,0,0
2018,NY,Calverton,,1,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,2,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,3,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,4,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,5,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,6,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,7,0,0,2,,Y,,WHWP,0,0,0,0,1,1
2018,NY,Calverton,,8,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,8,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,9,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,9,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Calverton,,10,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,1,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,2,0,0,2,,N,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,3,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,4,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,5,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,6,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Connetquot River St Park Preserve,,6,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Connetquot River St Park Preserve,,7,0,0,1,,Y,,WHWP,1,1,1,1,0,1
2018,NY,Connetquot River St Park Preserve,,8,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,9,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Connetquot River St Park Preserve,,10,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,1,1,1,2,,Y,,WHWP,1,0,0,0,0,0
2018,NY,Crown Point,,2,1,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Crown Point,,2,1,0,1,,Y,,WHWP,0,1,1,0,0,1
2018,NY,Crown Point,,3,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,4,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,5,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,6,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,7,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,8,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,9,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Crown Point,,10,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Denning,,1,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,2,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,3,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,4,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,5,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,6,0,0,2,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,7,0,0,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,8,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,9,0,1,0,,N,,NA,0,0,0,0,0,0
2018,NY,Denning,,10,0,1,0,,N,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,1,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,2,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,3,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,4,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,5,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,6,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,7,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,8,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,9,1,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Essex 1240,,10,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Fort Drum,,1,0,0,0,,,,WHWP,1,1,1,1,1,0
2018,NY,Fort Drum,,1,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,1,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,1,0,0,0,,,,WHWP,0,0,0,1,1,0
2018,NY,Fort Drum,,2,0,0,0,,,,WHWP,1,1,1,0,1,1
2018,NY,Fort Drum,,2,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,2,0,0,0,,,,WHWP,1,1,0,1,1,1
2018,NY,Fort Drum,,3,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,3,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,3,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,3,0,0,0,,,,WHWP,0,1,1,1,1,1
2018,NY,Fort Drum,,4,0,0,0,,,,WHWP,1,1,1,1,0,0
2018,NY,Fort Drum,,4,0,0,0,,,,WHWP,1,1,0,0,0,0
2018,NY,Fort Drum,,4,0,0,0,,,,WHWP,0,1,1,0,0,0
2018,NY,Fort Drum,,4,0,0,0,,,,WHWP,0,0,0,1,1,1
2018,NY,Fort Drum,,5,0,0,0,,,,WHWP,1,1,0,0,0,1
2018,NY,Fort Drum,,5,0,0,0,,,,WHWP,1,0,0,0,0,1
2018,NY,Fort Drum,,6,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,6,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,6,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,6,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,6,0,0,0,,,,WHWP,0,0,1,1,1,1
2018,NY,Fort Drum,,7,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,7,0,0,0,,,,WHWP,0,0,1,1,0,0
2018,NY,Fort Drum,,7,0,0,0,,,,WHWP,0,0,0,1,0,0
2018,NY,Fort Drum,,8,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,8,0,0,0,,,,WHWP,0,0,0,1,0,1
2018,NY,Fort Drum,,9,0,0,0,,,,NA,0,0,0,0,0,0
2018,NY,Fort Drum,,10,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,10,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Fort Drum,,10,0,0,0,,,,WHWP,0,0,1,1,1,1
2018,NY,Fort Drum,,10,0,0,0,,,,WHWP,0,0,0,1,1,1
2018,NY,Highland,,1,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,2,0,1,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,3,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,4,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,5,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,6,0,1,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,7,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,8,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,9,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Highland,,10,0,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Limerick-Depauville,,1,0,0,2,,Y,,WHWP,1,0,0,0,0,0
2018,NY,Limerick-Depauville,,1,0,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,1,0,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,1,0,0,2,,Y,,WHWP,0,0,1,0,1,1
2018,NY,Limerick-Depauville,,2,1,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,2,1,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,2,1,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,2,1,0,2,,Y,,WHWP,0,0,1,1,1,1
2018,NY,Limerick-Depauville,,3,1,0,1,,Y,,WHWP,0,1,1,1,1,0
2018,NY,Limerick-Depauville,,3,1,0,1,,Y,,WHWP,0,1,1,1,1,1
2018,NY,Limerick-Depauville,,4,0,0,1,,Y,,WHWP,0,0,0,1,1,1
2018,NY,Limerick-Depauville,,5,1,0,1,,Y,,WHWP,1,1,0,1,1,1
2018,NY,Limerick-Depauville,,6,1,0,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Limerick-Depauville,,6,1,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,6,1,0,1,,Y,,WHWP,0,0,1,1,1,1
2018,NY,Limerick-Depauville,,7,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,7,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,7,0,0,1,,Y,,WHWP,1,1,1,1,0,1
2018,NY,Limerick-Depauville,,7,0,0,1,,Y,,WHWP,0,0,0,1,0,1
2018,NY,Limerick-Depauville,,8,0,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,8,0,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,8,0,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,8,0,0,0,,Y,,WHWP,0,1,1,1,1,1
2018,NY,Limerick-Depauville,,9,1,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Limerick-Depauville,,9,1,0,0,,Y,,WHWP,1,1,1,1,0,0
2018,NY,Limerick-Depauville,,10,1,0,1,,Y,,WHWP,1,1,1,0,0,1
2018,NY,Limerick-Depauville,,10,1,0,1,,Y,,WHWP,0,1,1,1,1,1
2018,NY,Mamakating,,1,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,2,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,3,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,4,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,5,0,0,1,,Y,,NA,0,0,0,0,0,0
