"random_route_name","selected","BBS_route","Longitude.BBS","Latitude.BBS","distance","X.random","Y.random","ST","BCR"
"31-FL-57",0,NA,NA,NA,NA,-82.8075086969462,29.3607498692949,"FL",31
"31-FL-58",0,"840-25-113",-82.119094,29.4553574,18.9491141211731,-81.9101529019139,29.2503000047011,"FL",31
"31-FL-58",0,"840-25-63",-81.8774959,29.5359317,19.8329498970997,-81.9101529019139,29.2503000047011,"FL",31
"31-FL-58",0,"840-25-903",-81.8082819,29.3967527,11.8343631186592,-81.9101529019139,29.2503000047011,"FL",31
"31-FL-60",0,"840-25-28",-80.9676799,25.7510497,15.0668812260544,-81.2094719319622,25.7624083696694,"FL",31
"31-FL-63",0,"840-25-116",-82.5089729,28.0402277,16.858791628533,-82.7746262060021,27.9729573987501,"FL",31
"31-FL-63",0,"840-25-16",-82.5050049,28.0363157,17.0203692454511,-82.7746262060021,27.9729573987501,"FL",31
"31-FL-64",0,"840-25-81",-81.126711,26.5587549,7.88624838547335,-81.0499355202254,26.4676075204945,"FL",31
"31-FL-65",0,"840-25-33",-80.4312659,26.0628347,11.7275718686432,-80.5767055418988,25.954554007945,"FL",31
"31-FL-65",0,"840-25-40",-80.4340449,26.0594807,11.4471482345878,-80.5767055418988,25.954554007945,"FL",31
"31-FL-67",0,"840-25-123",-81.981682,28.5723877,18.1850401725753,-82.073494421433,28.321878656335,"FL",31
"31-FL-67",0,"840-25-20",-82.3022052,28.3266818,13.9144465926729,-82.073494421433,28.321878656335,"FL",31
"31-FL-67",0,"840-25-22",-81.8605659,28.1788407,16.2979774548969,-82.073494421433,28.321878656335,"FL",31
"31-FL-67",0,"840-25-23",-81.9816829,28.5723877,18.1850234026309,-82.073494421433,28.321878656335,"FL",31
"31-FL-67",0,"840-25-905",-82.1873953,28.5817572,19.2429349070453,-82.073494421433,28.321878656335,"FL",31
"31-FL-67",0,"840-25-906",-81.9184945,28.3029119,9.51899050264672,-82.073494421433,28.321878656335,"FL",31
"31-FL-68",0,"840-25-129",-81.7191254,27.9007144,17.8666371497308,-81.6080733671649,28.139997253787,"FL",31
"31-FL-68",0,"840-25-22",-81.8605659,28.1788407,15.6130772553085,-81.6080733671649,28.139997253787,"FL",31
"31-FL-68",0,"840-25-29",-81.7191149,27.9009147,17.8535862832479,-81.6080733671649,28.139997253787,"FL",31
"31-FL-69",0,"840-25-117",-82.406862,27.431856,9.92975570463008,-82.5245532529947,27.3332012321828,"FL",31
"31-FL-73",0,"840-25-33",-80.4312659,26.0628347,10.2258581209876,-80.2938269990998,26.1445147302376,"FL",31
"31-FL-73",0,"840-25-39",-80.2032849,26.3678027,16.4162002392593,-80.2938269990998,26.1445147302376,"FL",31
"31-FL-73",0,"840-25-40",-80.4340449,26.0594807,10.498102859642,-80.2938269990998,26.1445147302376,"FL",31
"31-FL-73",0,"840-25-76",-80.5359109,26.3358707,19.99719562365,-80.2938269990998,26.1445147302376,"FL",31
"31-FL-73",0,"840-25-77",-80.2292965,26.0856265,5.70812932311266,-80.2938269990998,26.1445147302376,"FL",31
