"Routeid.char","Stop","state","Longitude","Latitude","st.route"
"279027",9,"GA",-84.376968,34.197991,"GA_9027"
"279027",10,"GA",-84.361195,34.210669,"GA_9027"
"279251",1,"GA",-85.256025,33.53799,"GA_9251"
"279275",1,"GA",-81.64424,31.392493,"GA_9275"
"279279",1,"GA",-83.994514,33.002693,"GA_9279"
"279305",1,"GA",-83.512497,33.809601,"GA_9305"
"279305",2,"GA",-83.527702,33.8022,"GA_9305"
"279305",3,"GA",-83.5439,33.7988,"GA_9305"
"279305",4,"GA",-83.5586,33.7925,"GA_9305"
"279305",5,"GA",-83.5756,33.7939,"GA_9305"
"279305",6,"GA",-83.5924,33.7938,"GA_9305"
"279305",7,"GA",-83.6101,33.7851,"GA_9305"
"279305",8,"GA",-83.6246,33.7784,"GA_9305"
"279305",9,"GA",-83.6392,33.7711,"GA_9305"
"279305",10,"GA",-83.655197,33.7635,"GA_9305"
"279307",1,"GA",-83.173836,33.754039,"GA_9307"
"279328",1,"GA",-82.952414,32.17454,"GA_9328"
"279330",1,"GA",-81.628715,31.613686,"GA_9330"
"460001",1,"MD",-79.15728,39.504519,"MD_0001"
"460002",1,"MD",-79.165718,39.539873,"MD_0002"
"460003",1,"MD",-79.169874,39.43855,"MD_0003"
"460004",1,"MD",-78.601677,39.542851,"MD_0004"
"460005",1,"MD",-78.812325,39.615026,"MD_0005"
"460006",1,"MD",-77.865501,39.612971,"MD_0006"
"460007",1,"MD",-77.567802,39.648508,"MD_0007"
"460008",1,"MD",-77.549355,39.577328,"MD_0008"
"460009",1,"MD",-77.330261,39.714767,"MD_0009"
"460010",1,"MD",-77.015718,39.030915,"MD_0010"
"460011",1,"MD",-77.0926,39.151417,"MD_0011"
"460011",2,"MD",-77.084567,39.161233,"MD_0011"
"460011",3,"MD",-77.087417,39.168517,"MD_0011"
"460011",4,"MD",-77.10025,39.180583,"MD_0011"
"460011",5,"MD",-77.099733,39.1974,"MD_0011"
"460011",6,"MD",-77.09235,39.209133,"MD_0011"
"460011",7,"MD",-77.085883,39.220083,"MD_0011"
"460011",8,"MD",-77.07295,39.232683,"MD_0011"
"460011",9,"MD",-77.067267,39.2462,"MD_0011"
"460011",10,"MD",-77.06385,39.257,"MD_0011"
"460012",1,"MD",-77.000328,39.115197,"MD_0012"
"460013",1,"MD",-77.03798,39.515856,"MD_0013"
"460014",1,"MD",-77.023345,39.642003,"MD_0014"
"460015",1,"MD",-76.969209,39.635914,"MD_0015"
"460016",1,"MD",-76.814073,39.551707,"MD_0016"
"460017",1,"MD",-76.764548,39.699899,"MD_0017"
"460018",1,"MD",-76.816094,39.34576,"MD_0018"
"460019",1,"MD",-76.485572,39.538529,"MD_0019"
"460020",1,"MD",-76.315953,39.489151,"MD_0020"
"460021",1,"MD",-76.530287,39.057362,"MD_0021"
"460022",1,"MD",-76.849886,39.01644,"MD_0022"
"460023",1,"MD",-76.805444,38.931466,"MD_0023"
"460024",1,"MD",-76.820372,38.721634,"MD_0024"
"460025",1,"MD",-76.551306,38.406678,"MD_0025"
"460027",1,"MD",-76.544444,38.168889,"MD_0027"
"460027",2,"MD",-76.533056,38.168333,"MD_0027"
"460027",3,"MD",-76.518611,38.176944,"MD_0027"
"460027",4,"MD",-76.5125,38.190278,"MD_0027"
"460027",5,"MD",-76.524167,38.199167,"MD_0027"
"460027",6,"MD",-76.528333,38.211389,"MD_0027"
"460027",7,"MD",-76.538611,38.223333,"MD_0027"
"460027",8,"MD",-76.555556,38.225278,"MD_0027"
"460027",9,"MD",-76.573333,38.223056,"MD_0027"
"460027",10,"MD",-76.589722,38.231389,"MD_0027"
"460028",1,"MD",-76.972916,38.558314,"MD_0028"
"460029",1,"MD",-76.840698,38.521744,"MD_0029"
"460030",1,"MD",-77.078034,38.602138,"MD_0030"
"460031",1,"MD",-77.056016,38.595836,"MD_0031"
"460032",1,"MD",-76.005808,39.624281,"MD_0032"
"460033",1,"MD",-75.946117,39.517486,"MD_0033"
"460034",1,"MD",-75.904595,39.522856,"MD_0034"
"460035",1,"MD",-75.764004,39.276325,"MD_0035"
"460036",1,"MD",-76.148126,39.264094,"MD_0036"
"460037",1,"MD",-76.184175,39.09976,"MD_0037"
"460038",1,"MD",-75.884683,38.783746,"MD_0038"
"460039",1,"MD",-75.933113,38.821111,"MD_0039"
"460040",1,"MD",-76.075199,38.786319,"MD_0040"
"460041",1,"MD",-76.199971,38.46072,"MD_0041"
"460042",1,"MD",-76.249475,38.37653,"MD_0042"
"460042",2,"MD",-76.245934,38.387398,"MD_0042"
"460042",3,"MD",-76.229879,38.4032,"MD_0042"
"460042",4,"MD",-76.215701,38.405047,"MD_0042"
"460042",5,"MD",-76.198278,38.413687,"MD_0042"
"460042",6,"MD",-76.181905,38.416007,"MD_0042"
"460042",7,"MD",-76.170378,38.427901,"MD_0042"
"460042",8,"MD",-76.149965,38.435146,"MD_0042"
"460042",9,"MD",-76.13811,38.447137,"MD_0042"
"460042",10,"MD",-76.10422,38.447931,"MD_0042"
"460043",1,"MD",-76.210181,38.526301,"MD_0043"
"460045",1,"MD",-75.56677,38.300742,"MD_0045"
"460046",1,"MD",-75.7946,38.522103,"MD_0046"
"460046",2,"MD",-75.78351,38.534588,"MD_0046"
"460046",3,"MD",-75.781333,38.548435,"MD_0046"
"460046",4,"MD",-75.789035,38.560997,"MD_0046"
"460046",5,"MD",-75.794415,38.575677,"MD_0046"
"460046",6,"MD",-75.787377,38.585792,"MD_0046"
"460046",7,"MD",-75.774583,38.596282,"MD_0046"
"460046",8,"MD",-75.758692,38.602285,"MD_0046"
"460046",9,"MD",-75.750078,38.610512,"MD_0046"
"460046",10,"MD",-75.750045,38.623698,"MD_0046"
"460047",1,"MD",-75.579552,38.165153,"MD_0047"
"460048",1,"MD",-75.26624,38.22448,"MD_0048"
"460048",2,"MD",-75.2803,38.23552,"MD_0048"
"460048",3,"MD",-75.28406,38.24605,"MD_0048"
"460048",4,"MD",-75.29965,38.24746,"MD_0048"
"460048",5,"MD",-75.31097,38.23552,"MD_0048"
"460048",6,"MD",-75.3009,38.2268,"MD_0048"
"460048",7,"MD",-75.29464,38.2146,"MD_0048"
"460048",8,"MD",-75.29694,38.20215,"MD_0048"
"460048",9,"MD",-75.30175,38.18804,"MD_0048"
"460048",10,"MD",-75.30524,38.16658,"MD_0048"
"460049",1,"MD",-75.152272,38.247548,"MD_0049"
"460050",1,"MD",-75.392453,38.215998,"MD_0050"
"460051",1,"MD",-79.162292,39.673262,"MD_0051"
"460052",1,"MD",-79.310188,39.337773,"MD_0052"
"460053",1,"MD",-78.926474,39.721582,"MD_0053"
"460054",1,"MD",-78.476255,39.640503,"MD_0054"
"460055",1,"MD",-78.410988,39.691557,"MD_0055"
"460102",1,"MD",-79.16616,39.540302,"MD_0102"
"460110",1,"MD",-77.016701,39.030709,"MD_0110"
"460112",1,"MD",-77.307021,39.294329,"MD_0112"
"460121",1,"MD",-76.514066,39.037808,"MD_0121"
"460123",1,"MD",-76.669289,38.988835,"MD_0123"
"460125",1,"MD",-76.551306,38.406678,"MD_0125"
"460126",1,"MD",-76.577133,38.502379,"MD_0126"
"460126",2,"MD",-76.575253,38.514286,"MD_0126"
"460126",3,"MD",-76.596088,38.517502,"MD_0126"
"460126",4,"MD",-76.611675,38.524569,"MD_0126"
"460126",5,"MD",-76.628241,38.530111,"MD_0126"
"460126",6,"MD",-76.637683,38.538042,"MD_0126"
"460126",7,"MD",-76.630555,38.550661,"MD_0126"
"460126",8,"MD",-76.648864,38.549914,"MD_0126"
"460126",9,"MD",-76.622131,38.562381,"MD_0126"
"460126",10,"MD",-76.609101,38.548599,"MD_0126"
"460145",1,"MD",-75.567899,38.301579,"MD_0145"
"460149",1,"MD",-75.118225,38.310923,"MD_0149"
"460150",1,"MD",-75.411142,38.201809,"MD_0150"
"460900",1,"MD",-75.967139,39.382978,"MD_0900"
"460901",1,"MD",-76.186727,39.714328,"MD_0901"
"460902",1,"MD",-75.829772,39.608095,"MD_0902"
"461234",1,"MD",-77.053224,38.986628,"MD_1234"
"461234",2,"MD",-77.05173,38.979536,"MD_1234"
"461234",3,"MD",-77.040962,38.976267,"MD_1234"
"461234",4,"MD",-77.050995,38.970149,"MD_1234"
"461234",5,"MD",-77.04296,38.953534,"MD_1234"
"461234",6,"MD",-77.050469,38.943706,"MD_1234"
"461234",7,"MD",-77.049482,38.921254,"MD_1234"
"461234",8,"MD",-77.081506,38.912915,"MD_1234"
"461234",9,"MD",-77.10154,38.917876,"MD_1234"
"469291",1,"MD",-76.243454,38.36751,"MD_9291"
"469306",1,"MD",-75.789596,38.447987,"MD_9306"
"630001",1,"NC",-78.379567,33.98146,"NC_0001"
"630002",1,"NC",-76.672223,34.9566,"NC_0002"
"630003",1,"NC",-77.877546,34.132765,"NC_0003"
"630004",1,"NC",-78.071488,34.534489,"NC_0004"
"630005",1,"NC",-78.599509,34.321152,"NC_0005"
"630006",1,"NC",-79.196548,34.462524,"NC_0006"
"630007",1,"NC",-75.775106,35.907094,"NC_0007"
"630008",1,"NC",-76.902946,35.048076,"NC_0008"
"630009",1,"NC",-76.97992,35.736524,"NC_0009"
"630010",1,"NC",-77.44347,35.969143,"NC_0010"
"630011",1,"NC",-77.711671,35.281872,"NC_0011"
"630012",1,"NC",-78.321281,35.677307,"NC_0012"
"630013",1,"NC",-78.069895,35.41614,"NC_0013"
"630014",1,"NC",-79.468683,35.989733,"NC_0014"
"630014",2,"NC",-79.45575,35.9794,"NC_0014"
"630014",3,"NC",-79.441033,35.970633,"NC_0014"
"630014",4,"NC",-79.435231,35.966472,"NC_0014"
"630014",5,"NC",-79.4529,35.949917,"NC_0014"
"630014",6,"NC",-79.456917,35.963633,"NC_0014"
"630014",7,"NC",-79.469567,35.958433,"NC_0014"
"630014",8,"NC",-79.4745,35.943767,"NC_0014"
"630014",9,"NC",-79.452069,35.934944,"NC_0014"
"630014",10,"NC",-79.470233,35.92255,"NC_0014"
"630015",1,"NC",-79.701444,35.922717,"NC_0015"
"630015",2,"NC",-79.706453,45.072778,"NC_0015"
"630015",3,"NC",-79.697894,35.896736,"NC_0015"
"630015",4,"NC",-79.695669,35.882381,"NC_0015"
"630015",5,"NC",-79.698308,35.869044,"NC_0015"
"630015",6,"NC",-79.702525,35.857575,"NC_0015"
"630015",7,"NC",-79.701686,35.842725,"NC_0015"
"630015",8,"NC",-79.702997,35.826764,"NC_0015"
"630015",9,"NC",-79.696908,35.812461,"NC_0015"
"630015",10,"NC",-79.694461,35.79875,"NC_0015"
"630016",1,"NC",-80.924124,35.693836,"NC_0016"
"630017",1,"NC",-80.292083,35.219746,"NC_0017"
"630018",1,"NC",-81.380615,35.381689,"NC_0018"
"630019",1,"NC",-81.943122,35.958899,"NC_0019"
"630020",1,"NC",-82.680365,35.266718,"NC_0020"
"630021",1,"NC",-82.491555,35.6482,"NC_0021"
"630022",1,"NC",-83.831664,35.429135,"NC_0022"
"630023",1,"NC",-76.978667,36.358128,"NC_0023"
"630024",1,"NC",-77.980141,36.253923,"NC_0024"
"630025",1,"NC",-78.487524,36.05935,"NC_0025"
"630026",1,"NC",-79.854706,36.377975,"NC_0026"
"630027",1,"NC",-80.641501,36.289844,"NC_0027"
"630028",1,"NC",-81.103927,36.143134,"NC_0028"
"630029",1,"NC",-75.893096,36.255156,"NC_0029"
"630030",1,"NC",-83.218399,35.315989,"NC_0030"
"630031",1,"NC",-81.873139,36.025969,"NC_0031"
"630101",1,"NC",-78.209503,33.924097,"NC_0101"
"630106",1,"NC",-79.20056,34.471596,"NC_0106"
"630107",1,"NC",-75.861159,35.863918,"NC_0107"
"630108",1,"NC",-76.909909,35.047629,"NC_0108"
"630109",1,"NC",-76.990013,35.691899,"NC_0109"
"630115",1,"NC",-78.306252,35.369529,"NC_0115"
"630115",2,"NC",-78.292966,35.365617,"NC_0115"
"630115",3,"NC",-78.275949,35.363686,"NC_0115"
"630115",4,"NC",-78.278807,35.37438,"NC_0115"
"630115",5,"NC",-78.279579,35.384113,"NC_0115"
"630115",6,"NC",-78.286695,35.392401,"NC_0115"
"630115",7,"NC",-78.294655,35.405037,"NC_0115"
"630115",8,"NC",-78.281885,35.39945,"NC_0115"
"630115",9,"NC",-78.287754,35.381473,"NC_0115"
"630115",10,"NC",-78.295687,35.373995,"NC_0115"
"630118",1,"NC",-81.650665,35.371405,"NC_0118"
"630119",1,"NC",-81.640533,35.827874,"NC_0119"
"630121",1,"NC",-82.478099,35.585039,"NC_0121"
"630126",1,"NC",-79.854582,36.378,"NC_0126"
"630202",1,"NC",-76.841966,34.932503,"NC_0202"
"630203",1,"NC",-77.563943,34.744265,"NC_0203"
"630204",1,"NC",-77.792944,34.590605,"NC_0204"
"630205",1,"NC",-78.054877,34.401477,"NC_0205"
"630206",1,"NC",-78.580901,34.893341,"NC_0206"
"630207",1,"NC",-79.855064,34.847706,"NC_0207"
"630208",1,"NC",-76.54451,35.49001,"NC_0208"
"630210",1,"NC",-77.72113,35.86489,"NC_0210"
"630211",1,"NC",-77.196029,35.102023,"NC_0211"
"630212",1,"NC",-78.90815,35.524414,"NC_0212"
"630213",1,"NC",-78.016885,35.317063,"NC_0213"
"630215",1,"NC",-79.801799,35.339419,"NC_0215"
"630216",1,"NC",-80.663169,35.242511,"NC_0216"
"630217",1,"NC",-80.720901,35.928856,"NC_0217"
"630218",1,"NC",-81.457558,35.508133,"NC_0218"
"630218",2,"NC",-81.447822,35.520031,"NC_0218"
"630218",3,"NC",-81.437866,35.528856,"NC_0218"
"630218",4,"NC",-81.428432,35.539325,"NC_0218"
"630218",5,"NC",-81.415724,35.548699,"NC_0218"
"630218",6,"NC",-81.403547,35.557632,"NC_0218"
"630218",7,"NC",-81.389637,35.566995,"NC_0218"
"630218",8,"NC",-81.378634,35.577839,"NC_0218"
"630218",9,"NC",-81.368508,35.59073,"NC_0218"
"630218",10,"NC",-81.355218,35.603975,"NC_0218"
"630219",1,"NC",-81.454687,35.462589,"NC_0219"
"630220",1,"NC",-82.648978,35.910946,"NC_0220"
"630221",1,"NC",-82.386382,35.296604,"NC_0221"
"630222",1,"NC",-84.04483,35.167366,"NC_0222"
"630223",1,"NC",-76.720315,36.286521,"NC_0223"
"630224",1,"NC",-77.835653,35.999158,"NC_0224"
"630225",1,"NC",-78.952424,36.09012,"NC_0225"
"630226",1,"NC",-79.69181,36.259137,"NC_0226"
"630227",1,"NC",-80.690148,36.338252,"NC_0227"
"630228",1,"NC",-81.590712,36.271419,"NC_0228"
"630229",1,"NC",-75.939942,36.320849,"NC_0229"
"630230",1,"NC",-76.447128,36.144472,"NC_0230"
"630231",1,"NC",-77.376646,36.533428,"NC_0231"
"630232",1,"NC",-78.441076,36.451444,"NC_0232"
"630232",2,"NC",-78.460076,36.454492,"NC_0232"
"630232",3,"NC",-78.473597,36.461514,"NC_0232"
"630232",4,"NC",-78.482692,36.471835,"NC_0232"
"630232",5,"NC",-78.489305,36.486458,"NC_0232"
"630232",6,"NC",-78.503063,36.49457,"NC_0232"
"630232",7,"NC",-78.516776,36.49451,"NC_0232"
"630232",8,"NC",-78.533396,36.491394,"NC_0232"
"630232",9,"NC",-78.550167,36.491795,"NC_0232"
"630232",10,"NC",-78.563716,36.499264,"NC_0232"
"630233",1,"NC",-79.496068,36.295583,"NC_0233"
"630234",1,"NC",-80.536193,36.496198,"NC_0234"
"630301",1,"NC",-81.487484,36.556987,"NC_0301"
"630302",1,"NC",-80.605354,36.346078,"NC_0302"
"630303",1,"NC",-79.126583,36.4691,"NC_0303"
"630303",2,"NC",-79.145683,36.446067,"NC_0303"
"630303",3,"NC",-79.1599,36.446067,"NC_0303"
"630303",4,"NC",-79.1592,36.431533,"NC_0303"
"630303",5,"NC",-79.1603,36.41765,"NC_0303"
"630303",6,"NC",-79.154667,36.404017,"NC_0303"
"630303",7,"NC",-79.13725,36.38575,"NC_0303"
"630303",8,"NC",-79.14025,36.3723,"NC_0303"
"630303",9,"NC",-79.144717,36.35875,"NC_0303"
"630303",10,"NC",-79.137733,36.345917,"NC_0303"
"630304",1,"NC",-78.111464,36.148069,"NC_0304"
"630305",1,"NC",-77.694199,36.465325,"NC_0305"
"630306",1,"NC",-76.008919,36.18604,"NC_0306"
"630307",1,"NC",-83.965462,34.996955,"NC_0307"
"630308",1,"NC",-82.838636,35.14368,"NC_0308"
"630309",1,"NC",-82.00025,35.212517,"NC_0309"
"630310",1,"NC",-80.855517,35.684883,"NC_0310"
"630310",2,"NC",-80.844067,35.6942,"NC_0310"
"630310",3,"NC",-80.831483,35.692883,"NC_0310"
"630310",4,"NC",-80.819283,35.696283,"NC_0310"
"630310",5,"NC",-80.803917,35.702117,"NC_0310"
"630310",6,"NC",-80.78525,35.698817,"NC_0310"
"630310",7,"NC",-80.7649,35.699233,"NC_0310"
"630310",8,"NC",-80.745467,35.708117,"NC_0310"
"630310",9,"NC",-80.7307,35.715467,"NC_0310"
"630310",10,"NC",-80.708817,35.724733,"NC_0310"
"630311",1,"NC",-77.196008,35.102074,"NC_0311"
"630312",1,"NC",-78.048124,35.268439,"NC_0312"
"630313",1,"NC",-77.231081,35.752302,"NC_0313"
"630314",1,"NC",-79.360806,35.174806,"NC_0314"
"630314",2,"NC",-79.341194,35.175944,"NC_0314"
"630314",3,"NC",-79.323111,35.179139,"NC_0314"
"630314",4,"NC",-79.305833,35.185694,"NC_0314"
"630314",5,"NC",-79.294139,35.194806,"NC_0314"
"630314",6,"NC",-79.282806,35.205111,"NC_0314"
"630314",7,"NC",-79.268639,35.210556,"NC_0314"
"630314",8,"NC",-79.251972,35.216028,"NC_0314"
"630314",9,"NC",-79.235,35.214583,"NC_0314"
"630314",10,"NC",-79.219444,35.20475,"NC_0314"
"630315",1,"NC",-79.281218,34.95288,"NC_0315"
"630316",1,"NC",-78.853659,34.930302,"NC_0316"
"630317",1,"NC",-77.360718,34.900276,"NC_0317"
"630318",1,"NC",-79.33282,35.59119,"NC_0318"
"630318",2,"NC",-79.35512,35.5878,"NC_0318"
"630318",3,"NC",-79.37062,35.57981,"NC_0318"
"630318",4,"NC",-79.37871,35.56816,"NC_0318"
"630318",5,"NC",-79.38872,35.55413,"NC_0318"
"630318",6,"NC",-79.40389,35.54865,"NC_0318"
"630318",7,"NC",-79.41302,35.53662,"NC_0318"
"630318",8,"NC",-79.41456,35.52336,"NC_0318"
"630318",9,"NC",-79.42658,35.51329,"NC_0318"
"630318",10,"NC",-79.43973,35.50505,"NC_0318"
"630319",1,"NC",-77.060064,35.24401,"NC_0319"
"630900",1,"NC",-79.309279,35.009029,"NC_0900"
"630902",1,"NC",-77.069527,35.045768,"NC_0902"
"630903",1,"NC",-76.93592,34.730059,"NC_0903"
"630904",1,"NC",-79.893611,35.301111,"NC_0904"
"630904",2,"NC",-79.91,35.298889,"NC_0904"
"630904",3,"NC",-79.925833,35.302222,"NC_0904"
"630904",4,"NC",-79.940556,35.308611,"NC_0904"
"630904",5,"NC",-79.946389,35.319167,"NC_0904"
"630904",6,"NC",-79.953611,35.325833,"NC_0904"
"630904",7,"NC",-79.968611,35.335278,"NC_0904"
"630904",8,"NC",-79.981111,35.341111,"NC_0904"
"630904",9,"NC",-79.976389,35.353611,"NC_0904"
"630904",10,"NC",-79.963333,35.211111,"NC_0904"
"630905",1,"NC",-77.010083,35.6086,"NC_0905"
"630906",1,"NC",-83.101083,35.771028,"NC_0906"
"630906",2,"NC",-83.094194,35.755111,"NC_0906"
"630906",3,"NC",-83.092611,35.745972,"NC_0906"
"630906",4,"NC",-83.090167,35.733778,"NC_0906"
"630906",5,"NC",-83.088278,35.724194,"NC_0906"
"630906",6,"NC",-83.0825,35.722028,"NC_0906"
"630906",7,"NC",-83.074083,35.723278,"NC_0906"
"630906",8,"NC",-83.071722,35.726583,"NC_0906"
"630906",9,"NC",-83.061833,35.731944,"NC_0906"
"630906",10,"NC",-83.056833,35.741083,"NC_0906"
"630907",1,"NC",-82.643219,35.406969,"NC_0907"
"630908",1,"NC",-82.198263,35.76973,"NC_0908"
"630909",1,"NC",-81.78965,35.856819,"NC_0909"
"630910",1,"NC",-83.20278,35.041815,"NC_0910"
"630911",1,"NC",-83.602774,35.223213,"NC_0911"
"630912",1,"NC",-83.853034,35.234581,"NC_0912"
"630913",1,"NC",-77.010083,35.6086,"NC_0913"
"630913",2,"NC",-76.99875,35.60055,"NC_0913"
"630913",3,"NC",-76.98935,35.596683,"NC_0913"
"630913",4,"NC",-76.971467,35.59695,"NC_0913"
"630913",5,"NC",-76.964967,35.6057,"NC_0913"
"630913",6,"NC",-76.972567,35.61755,"NC_0913"
"630913",7,"NC",-76.9788,35.628617,"NC_0913"
"630913",8,"NC",-76.9491,35.640683,"NC_0913"
"630913",9,"NC",-76.967717,35.6518,"NC_0913"
"630913",10,"NC",-76.964083,35.662817,"NC_0913"
"630914",1,"NC",-77.010083,35.6086,"NC_0914"
"630914",2,"NC",-76.99875,35.60055,"NC_0914"
"630914",3,"NC",-76.98935,35.596683,"NC_0914"
"630914",4,"NC",-76.971467,35.59695,"NC_0914"
"630914",5,"NC",-76.964967,35.6057,"NC_0914"
"630914",6,"NC",-76.972567,35.61755,"NC_0914"
"630914",7,"NC",-76.9788,35.628617,"NC_0914"
"630914",8,"NC",-76.9691,35.640683,"NC_0914"
"630914",9,"NC",-76.967717,35.6518,"NC_0914"
"630914",10,"NC",-76.964083,35.662817,"NC_0914"
"630986",1,"NC",-79.870872,35.532998,"NC_0986"
"630986",2,"NC",-79.871694,35.54744,"NC_0986"
"630986",3,"NC",-79.885523,35.550692,"NC_0986"
"630986",4,"NC",-79.886911,35.537922,"NC_0986"
"630986",5,"NC",-79.895589,35.527013,"NC_0986"
"630986",6,"NC",-79.909582,35.529186,"NC_0986"
"630986",7,"NC",-79.91975,35.537102,"NC_0986"
"630986",8,"NC",-79.934988,35.538437,"NC_0986"
"630986",9,"NC",-79.936269,35.548228,"NC_0986"
"630986",10,"NC",-79.923794,35.547856,"NC_0986"
"631389",1,"NC",-80.9739,35.3715,"NC_1389"
"631389",2,"NC",-80.9569,35.3823,"NC_1389"
"631389",3,"NC",-80.9432,35.3819,"NC_1389"
"631389",4,"NC",-80.9347,35.3779,"NC_1389"
"631389",5,"NC",-80.9216,35.3795,"NC_1389"
"631389",6,"NC",-80.9228,35.3927,"NC_1389"
"631389",7,"NC",-80.9264,35.4073,"NC_1389"
"631389",8,"NC",-80.9169,35.4214,"NC_1389"
"631389",9,"NC",-80.9077,35.4143,"NC_1389"
"631389",10,"NC",-80.901,35.4075,"NC_1389"
"634788",1,"NC",-76.51411,34.77811,"NC_4788"
"634788",2,"NC",-76.51794,34.76686,"NC_4788"
"634788",3,"NC",-76.5279,34.75729,"NC_4788"
"634788",4,"NC",-76.52298,34.74601,"NC_4788"
"634788",5,"NC",-76.53947,34.73719,"NC_4788"
"634788",6,"NC",-76.55324,34.73664,"NC_4788"
"634788",7,"NC",-76.57152,34.72905,"NC_4788"
"634788",8,"NC",-76.57865,34.71358,"NC_4788"
"634788",9,"NC",-76.57791,34.69956,"NC_4788"
"634788",10,"NC",-76.56132,34.69508,"NC_4788"
"637231",1,"NC",-77.6718,34.41077,"NC_7231"
"637231",2,"NC",-77.6847,34.4204,"NC_7231"
"637231",3,"NC",-77.6912,34.4313,"NC_7231"
"637231",4,"NC",-77.7039,34.4398,"NC_7231"
"637231",5,"NC",-77.6968,34.4495,"NC_7231"
"637231",6,"NC",-77.6826,34.4574,"NC_7231"
"637231",7,"NC",-77.6684,34.4575,"NC_7231"
"637231",8,"NC",-77.6624,34.4693,"NC_7231"
"637231",9,"NC",-77.6714,34.4779,"NC_7231"
"637231",10,"NC",-77.6889,34.4767,"NC_7231"
"639240",1,"NC",-82.161774,35.430672,"NC_9240"
"639317",1,"NC",-79.115256,36.47472,"NC_9317"
"639318",1,"NC",-80.861922,35.682616,"NC_9318"
"720001",1,"PA",-80.051879,41.081206,"PA_0001"
"720002",1,"PA",-80.494042,41.63418,"PA_0002"
"720003",1,"PA",-80.339256,41.08136,"PA_0003"
"720004",1,"PA",-80.323614,41.714175,"PA_0004"
"720005",1,"PA",-79.958237,41.805193,"PA_0005"
"720006",1,"PA",-79.347099,41.533524,"PA_0006"
"720007",1,"PA",-79.130265,41.999353,"PA_0007"
"720008",1,"PA",-79.948134,41.752885,"PA_0008"
"720009",1,"PA",-79.0905,41.29855,"PA_0009"
"720009",2,"PA",-79.097183,41.281983,"PA_0009"
"720009",3,"PA",-79.120383,41.26535,"PA_0009"
"720009",4,"PA",-79.128816,41.25193,"PA_0009"
"720009",5,"PA",-79.143316,41.2404,"PA_0009"
"720009",6,"PA",-79.1471,41.22175,"PA_0009"
"720009",7,"PA",-79.14698,41.21273,"PA_0009"
"720009",8,"PA",-79.14783,41.1976,"PA_0009"
"720009",9,"PA",-79.146216,41.184083,"PA_0009"
"720009",10,"PA",-79.15043,41.17165,"PA_0009"
"720010",1,"PA",-79.041168,41.635225,"PA_0010"
"720011",1,"PA",-79.833061,41.047384,"PA_0011"
"720012",1,"PA",-79.203147,41.399772,"PA_0012"
"720013",1,"PA",-78.064909,41.163109,"PA_0013"
"720014",1,"PA",-78.084008,41.697683,"PA_0014"
"720015",1,"PA",-78.395515,41.686426,"PA_0015"
"720016",1,"PA",-78.850562,41.560328,"PA_0016"
"720017",1,"PA",-78.738777,41.420759,"PA_0017"
"720018",1,"PA",-78.340392,41.961768,"PA_0018"
"720019",1,"PA",-78.607926,41.621754,"PA_0019"
"720020",1,"PA",-78.159331,41.737944,"PA_0020"
"720021",1,"PA",-77.24157,41.27255,"PA_0021"
"720022",1,"PA",-77.120346,41.658801,"PA_0022"
"720023",1,"PA",-77.915306,41.640849,"PA_0023"
"720024",1,"PA",-77.401649,41.876988,"PA_0024"
"720025",1,"PA",-77.294303,41.071005,"PA_0025"
"720027",1,"PA",-77.243714,41.099601,"PA_0027"
"720029",1,"PA",-76.663815,41.312138,"PA_0029"
"720030",1,"PA",-76.903832,41.874773,"PA_0030"
"720031",1,"PA",-76.023588,41.746031,"PA_0031"
"720034",1,"PA",-76.907339,41.441089,"PA_0034"
"720035",1,"PA",-76.457557,41.229875,"PA_0035"
"720036",1,"PA",-76.479247,41.115252,"PA_0036"
"720037",1,"PA",-75.389356,41.115996,"PA_0037"
"720038",1,"PA",-75.764867,41.705717,"PA_0038"
"720038",2,"PA",-75.772517,41.693667,"PA_0038"
"720038",3,"PA",-75.776367,41.680033,"PA_0038"
"720038",4,"PA",-75.781267,41.665433,"PA_0038"
"720038",5,"PA",-75.7845,41.652133,"PA_0038"
"720038",6,"PA",-75.77995,41.636183,"PA_0038"
"720038",7,"PA",-75.77885,41.620517,"PA_0038"
"720038",8,"PA",-75.792933,41.612217,"PA_0038"
"720038",9,"PA",-75.799017,41.598067,"PA_0038"
"720038",10,"PA",-75.8058,41.585317,"PA_0038"
"720039",1,"PA",-75.268292,41.549419,"PA_0039"
"720040",1,"PA",-75.314599,41.884506,"PA_0040"
"720041",1,"PA",-75.251317,41.340329,"PA_0041"
"720042",1,"PA",-75.239911,41.26489,"PA_0042"
"720044",1,"PA",-75.420556,41.79521,"PA_0044"
"720045",1,"PA",-80.151252,40.918355,"PA_0045"
"720046",1,"PA",-80.307005,40.693645,"PA_0046"
"720047",1,"PA",-80.345832,40.160555,"PA_0047"
"720048",1,"PA",-80.326017,40.077165,"PA_0048"
"720049",1,"PA",-79.237601,40.624361,"PA_0049"
"720050",1,"PA",-79.556755,40.847607,"PA_0050"
"720051",1,"PA",-79.668181,40.468759,"PA_0051"
"720052",1,"PA",-79.481185,40.489762,"PA_0052"
"720053",1,"PA",-79.707795,40.965056,"PA_0053"
"720054",1,"PA",-79.22998,40.668381,"PA_0054"
