"random_route_name","selected","existing_route","Longitude.existing","Latitude.existing","distance","X.random","Y.random","ST","BCR"
"28-PA-420",1,"PA_0054",-79.22998,40.668381,15.4550886446005,-79.0057490186464,40.8138842562303,"PA",28
"28-PA-423",1,"PA_0068",-77.685202,40.376078,13.9512538217607,-77.9215676538735,40.2849529213186,"PA",28
"28-PA-423",1,"PA_0066",-77.780624,40.415227,11.6661519329984,-77.9215676538735,40.2849529213186,"PA",28
"28-PA-424",1,NA,NA,NA,NA,-75.8277029721957,41.3368482384328,"PA",28
"28-PA-425",1,"PA_0194",-77.491553,39.744324,6.53353978164707,-77.6083163525205,39.774069819745,"PA",28
"28-PA-426",1,"PA_0021",-77.24157,41.27255,8.10067065072066,-77.3861424576844,41.3166772761359,"PA",28
"28-PA-426",1,"PA_0025",-77.294303,41.071005,17.6331450904479,-77.3861424576844,41.3166772761359,"PA",28
"28-PA-426",1,"PA_0126",-77.277594,41.451776,10.899396942392,-77.3861424576844,41.3166772761359,"PA",28
"28-PA-426",1,"PA_0027",-77.243714,41.099601,16.7262636549145,-77.3861424576844,41.3166772761359,"PA",28
"28-PA-428",1,"PA_0006",-79.347099,41.533524,9.7146504665831,-79.2551228116158,41.4109700559233,"PA",28
"28-PA-428",1,"PA_0009",-79.0905,41.29855,11.5425574246495,-79.2551228116158,41.4109700559233,"PA",28
"28-PA-428",1,"PA_0012",-79.203147,41.399772,2.80248666404909,-79.2551228116158,41.4109700559233,"PA",28
"28-PA-429",1,NA,NA,NA,NA,-74.8693078071144,41.2565107588428,"PA",28
"28-PA-430",1,"PA_0088",-80.114105,39.746512,9.8888857738951,-80.0561721205458,39.8825417850461,"PA",28
"28-PA-431",1,"PA_0073",-76.939057,40.426618,15.1112836865485,-77.2087223958307,40.3514744474806,"PA",28
"28-PA-431",1,"PA_0165",-77.370932,40.325736,8.72594541728522,-77.2087223958307,40.3514744474806,"PA",28
"28-PA-431",1,"PA_0065",-77.400656,40.300368,10.7090383170144,-77.2087223958307,40.3514744474806,"PA",28
"28-PA-432",1,"PA_9312",-75.99913,40.68995,11.0487806780997,-76.0946251515969,40.8325669609192,"PA",28
"28-PA-432",1,"PA_0085",-75.962944,40.786036,7.5999129840797,-76.0946251515969,40.8325669609192,"PA",28
"28-PA-432",1,"PA_0187",-75.992193,40.636105,14.595196643462,-76.0946251515969,40.8325669609192,"PA",28
"28-PA-437",1,"PA_0080",-76.305061,40.298353,7.98345343443384,-76.4415362919084,40.3485983014848,"PA",28
"28-PA-437",1,"PA_0077",-76.435223,40.278422,4.86011658772698,-76.4415362919084,40.3485983014848,"PA",28
"28-PA-439",1,"PA_0090",-79.068816,39.874475,7.260428610371,-79.0861492064547,39.7702403599766,"PA",28
"28-PA-439",1,"PA_0091",-78.955748,39.780317,6.95953234654444,-79.0861492064547,39.7702403599766,"PA",28
"28-PA-440",1,"PA_0050",-79.556755,40.847607,3.85860225205471,-79.6133477985413,40.8117583097315,"PA",28
"28-PA-440",1,"PA_0053",-79.707795,40.965056,11.6844000347982,-79.6133477985413,40.8117583097315,"PA",28
"28-PA-440",1,"PA_0056",-79.365829,40.800431,12.9685159217076,-79.6133477985413,40.8117583097315,"PA",28
"28-PA-444",1,NA,NA,NA,NA,-80.486777785251,39.7447565213548,"PA",28
"28-PA-445",1,"PA_0127",-77.034308,41.213791,13.1647687500992,-76.8824635122803,41.3663910235132,"PA",28
"28-PA-445",1,"PA_0034",-76.907339,41.441089,5.31970967512341,-76.8824635122803,41.3663910235132,"PA",28
"28-PA-445",1,"PA_0029",-76.663815,41.312138,11.9460007664421,-76.8824635122803,41.3663910235132,"PA",28
"28-PA-447",1,"PA_0046",-80.307005,40.693645,6.57261959460618,-80.3411545769253,40.7851849538634,"PA",28
"28-PA-449",1,"PA_0173",-76.934526,40.502391,10.6975332343589,-77.0284027041989,40.6398191580715,"PA",28
"28-PA-449",1,"PA_0079",-76.76749,40.484063,17.4177905048271,-77.0284027041989,40.6398191580715,"PA",28
"28-PA-450",1,"PA_0902",-76.127721,41.060617,5.94155423566697,-76.1123492019346,41.1458263635157,"PA",28
"29-PA-454",0,"PA_0075",-76.171836,40.200657,8.0311130037226,-76.0229804431026,40.2249256327765,"PA",29
"29-PA-454",0,"PA_0175",-76.228243,40.052531,16.106896821485,-76.0229804431026,40.2249256327765,"PA",29
"29-PA-454",0,"PA_0275",-76.171744,40.200512,8.02847300531459,-76.0229804431026,40.2249256327765,"PA",29
"29-PA-454",0,"PA_0078",-76.283178,40.185891,13.9927601830386,-76.0229804431026,40.2249256327765,"PA",29
"29-PA-455",0,"PA_0081",-75.292989,40.429785,6.38342439275897,-75.275343767879,40.5211930693787,"PA",29
"29-PA-456",0,"PA_0196",-76.888649,39.922099,7.80039356683386,-77.0037876648924,39.9925005413299,"PA",29
"29-PA-456",0,"PA_0070",-77.063828,40.057207,5.48446632396589,-77.0037876648924,39.9925005413299,"PA",29
"29-PA-456",0,"PA_0193",-77.233703,39.981498,12.1951365418952,-77.0037876648924,39.9925005413299,"PA",29
"29-PA-451",1,"PA_0076",-76.716542,40.210334,4.58763681878027,-76.6725857343353,40.153055361029,"PA",29
"29-PA-451",1,"PA_0174",-76.464177,40.143677,11.0258406302923,-76.6725857343353,40.153055361029,"PA",29
"29-PA-451",1,"PA_0074",-76.420621,40.143725,13.3227260270849,-76.6725857343353,40.153055361029,"PA",29
